customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
XXXX-37751-XX,Male,Yes,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,42.67,3581.55,Yes
XXXX-38016-XX,Male,No,No,Yes,60,Yes,No,No,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,114.93,6629.14,No
XXXX-38024-XX,Female,Yes,No,No,73,No,No,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,65.52,5695.28,Yes
XXXX-38251-XX,Female,Yes,No,No,69,No,No phone service,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,66.48,5820.33,No
XXXX-38295-XX,Male,Yes,Yes,Yes,41,No,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,74.28,6624.02,Yes
XXXX-38693-XX,Male,No,Yes,No,76,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,No,Bank transfer,43.97,7662.81,Yes
XXXX-38699-XX,Male,No,No,Yes,48,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,102.21,8625.97,No
XXXX-38732-XX,Female,Yes,No,No,70,No,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,35.61,2451.09,No
XXXX-38746-XX,Male,No,No,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card,119.32,4010.55,No
XXXX-39124-XX,Female,Yes,Yes,Yes,26,No,No,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card,39.66,4970.95,Yes
XXXX-39189-XX,Male,Yes,No,No,48,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,50.88,6004.51,No
XXXX-39299-XX,Female,Yes,No,Yes,40,No,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,43.02,8909.01,No
XXXX-39375-XX,Male,No,Yes,Yes,64,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Two year,No,Mailed check,105.9,2789.38,No
XXXX-39592-XX,Female,No,No,Yes,73,No,No phone service,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,41.24,4755.15,No
XXXX-39703-XX,Male,No,Yes,Yes,64,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,92.39,1572.84,No
XXXX-39855-XX,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,113.13,5503.57,Yes
XXXX-40080-XX,Female,Yes,No,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,91.83,2515.74,No
XXXX-40105-XX,Female,Yes,Yes,Yes,53,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,49.6,7418.09,No
XXXX-40306-XX,Male,Yes,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,45.85,8835.91,Yes
XXXX-40354-XX,Female,Yes,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,88.19,2904.87,No
XXXX-40355-XX,Female,Yes,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45.5,3121.66,No
XXXX-40523-XX,Male,No,Yes,No,2,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer,104.46,1645.83,Yes
XXXX-40535-XX,Female,Yes,Yes,No,54,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.22,2438.83,Yes
XXXX-40746-XX,Female,Yes,No,Yes,18,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Electronic check,41.65,1280.11,No
XXXX-40977-XX,Male,No,Yes,No,62,No,No,No,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,113.91,7243.48,No
XXXX-41024-XX,Female,Yes,No,Yes,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,107.88,3712.82,Yes
XXXX-41551-XX,Female,No,Yes,No,46,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer,20.35,2514.32,No
XXXX-41616-XX,Male,Yes,No,Yes,24,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,86.77,373.72,Yes
XXXX-41921-XX,Female,Yes,No,No,77,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,96.76,4644.23,No
XXXX-42049-XX,Male,Yes,Yes,Yes,41,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Credit card,40.56,3397.8,No
XXXX-42093-XX,Female,Yes,No,No,65,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,56.32,5166.69,Yes
XXXX-42097-XX,Female,No,No,Yes,40,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,80.43,7844.03,Yes
XXXX-42201-XX,Male,Yes,Yes,No,61,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,93.15,1575.37,No
XXXX-42217-XX,Female,Yes,Yes,No,58,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,81.99,460.5,No
XXXX-42254-XX,Female,No,Yes,Yes,15,No,No phone service,No,Yes,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer,105.78,6383.41,No
XXXX-42307-XX,Male,Yes,No,Yes,60,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,84.01,333.45,Yes
XXXX-42479-XX,Female,Yes,No,Yes,60,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,69.94,5458.02,Yes
XXXX-42606-XX,Female,Yes,No,No,27,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,91.28,687.49,No
XXXX-42635-XX,Male,Yes,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Credit card,58.65,5944.39,Yes
XXXX-42711-XX,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,18.84,3772.35,No
XXXX-42745-XX,Male,Yes,No,Yes,58,No,Yes,No,No internet service,Yes,Yes,No,No,Yes,Two year,No,Mailed check,29.28,7304.18,Yes
XXXX-43159-XX,Male,Yes,No,No,58,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,107.41,708.05,Yes
XXXX-43307-XX,Female,Yes,No,Yes,28,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.66,7329.58,Yes
XXXX-43434-XX,Female,Yes,No,No,55,No,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,78.05,8271.29,Yes
XXXX-43496-XX,Male,No,Yes,No,58,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,74.66,5552.57,No
XXXX-43591-XX,Male,No,Yes,Yes,38,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer,55.93,4862.29,No
XXXX-43827-XX,Male,No,No,Yes,58,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No,One year,No,Credit card,36.32,717.28,No
XXXX-43828-XX,Female,Yes,Yes,No,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer,57.07,3083.99,Yes
XXXX-44349-XX,Male,No,No,Yes,17,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,82.88,7895.7,No
XXXX-44387-XX,Female,No,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,46.12,8504.98,No
XXXX-44529-XX,Male,Yes,Yes,No,43,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,117.9,8456.54,No
XXXX-44578-XX,Female,Yes,No,No,14,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,91,596.48,Yes
XXXX-44584-XX,Male,No,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card,31.61,1919.92,Yes
XXXX-44620-XX,Male,Yes,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,99.1,5902.12,No
XXXX-44674-XX,Male,No,No,Yes,73,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.82,5946.12,Yes
XXXX-44698-XX,Female,Yes,Yes,Yes,67,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,45.24,4961.65,No
XXXX-44754-XX,Male,Yes,No,No,26,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,41.56,943.44,No
XXXX-44766-XX,Male,No,Yes,No,14,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.09,8472.51,Yes
XXXX-44816-XX,Female,No,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer,103.59,7873.7,Yes
XXXX-44911-XX,Female,Yes,No,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,100.63,8513.68,Yes
XXXX-45195-XX,Female,No,No,Yes,66,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,119.93,7563.89,Yes
XXXX-45222-XX,Female,No,Yes,Yes,26,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,No,Mailed check,97.12,5528.25,No
XXXX-45247-XX,Female,No,Yes,Yes,49,No,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,No,Mailed check,23.98,6355.41,No
XXXX-45270-XX,Female,Yes,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,63.25,7306.44,Yes
XXXX-45547-XX,Male,Yes,Yes,Yes,45,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer,28.88,6795.62,No
XXXX-45735-XX,Male,No,Yes,No,35,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.08,1361.9,No
XXXX-45773-XX,Male,No,Yes,Yes,51,No,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,22.11,3576.3,No
XXXX-45777-XX,Female,Yes,No,No,67,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,92.36,1390.82,No
XXXX-45854-XX,Female,No,Yes,No,60,No,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card,23.68,4668.48,Yes
XXXX-45909-XX,Female,No,Yes,Yes,38,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,60.67,6648.96,Yes
XXXX-45920-XX,Male,Yes,Yes,Yes,37,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Bank transfer,69.95,7773.72,No
XXXX-46159-XX,Male,Yes,No,No,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,61.73,8825.25,No
XXXX-46187-XX,Male,No,Yes,No,2,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,44.21,5656.12,No
XXXX-46208-XX,Male,Yes,Yes,Yes,78,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,115.22,7752.95,Yes
XXXX-46212-XX,Female,Yes,Yes,No,55,No,Yes,DSL,No,No,Yes,Yes,No,No internet service,One year,Yes,Credit card,36.18,4514.44,No
XXXX-46258-XX,Male,No,No,Yes,19,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,21.85,1010.29,No
XXXX-46395-XX,Female,No,Yes,Yes,70,No,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,119.86,5437.56,Yes
XXXX-46586-XX,Male,Yes,Yes,Yes,7,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Credit card,84.99,4968.26,Yes
XXXX-46631-XX,Male,No,No,No,18,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,96.46,6977.95,Yes
XXXX-46668-XX,Male,Yes,No,Yes,53,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card,24.43,2520.86,No
XXXX-46939-XX,Female,No,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card,94.95,1189.1,Yes
XXXX-46976-XX,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,44.29,5626.53,Yes
XXXX-47065-XX,Male,No,No,No,10,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,81.04,1915.12,No
XXXX-47080-XX,Male,Yes,Yes,Yes,10,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Credit card,67.53,8233.69,No
XXXX-47131-XX,Female,No,No,Yes,60,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,118.65,4221.19,Yes
XXXX-47157-XX,Male,Yes,No,No,37,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,111.35,4377.57,Yes
XXXX-47194-XX,Male,No,No,No,4,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card,89.68,3613.97,No
XXXX-47441-XX,Male,Yes,No,Yes,78,No,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,83.44,3245.9,No
XXXX-47504-XX,Female,Yes,Yes,Yes,15,No,No,No,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card,91.22,7011.41,No
XXXX-47626-XX,Female,Yes,Yes,Yes,15,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,105.51,6865.62,No
XXXX-47744-XX,Female,Yes,No,Yes,16,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,62.04,6859.84,Yes
XXXX-47841-XX,Male,No,No,No,21,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,90.23,821.46,No
XXXX-47892-XX,Male,Yes,Yes,Yes,44,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,43.78,6412.7,Yes
XXXX-48044-XX,Female,Yes,Yes,No,28,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card,96.2,8815.47,No
XXXX-48088-XX,Female,No,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,109.94,8424.43,No
XXXX-48102-XX,Male,Yes,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,31.33,3957.09,No
XXXX-48110-XX,Female,Yes,No,No,42,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.08,4760.63,No
XXXX-48304-XX,Male,No,Yes,Yes,32,No,No,No,No,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,86.98,1697.53,No
XXXX-48360-XX,Female,Yes,Yes,No,48,Yes,No phone service,No,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,90.13,122.67,No
XXXX-48413-XX,Female,Yes,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,110.36,483.93,No
XXXX-48467-XX,Male,No,Yes,Yes,17,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,39.83,3458.59,No
XXXX-48494-XX,Male,Yes,No,Yes,18,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,52.64,1828.99,Yes
XXXX-48513-XX,Female,No,No,Yes,27,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,25.09,3648.1,No
XXXX-48518-XX,Female,Yes,No,No,19,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Bank transfer,52.37,3387.87,Yes
XXXX-48623-XX,Female,No,No,No,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,32.44,5559.63,Yes
XXXX-48638-XX,Female,Yes,Yes,Yes,18,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,48.38,2811.4,Yes
XXXX-48660-XX,Female,No,No,Yes,73,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,62.81,6844.77,No
XXXX-48756-XX,Male,Yes,Yes,Yes,59,No,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,109.92,502.2,No
XXXX-48765-XX,Male,No,No,No,43,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card,100.64,3372.37,Yes
XXXX-49081-XX,Female,No,No,Yes,16,No,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,39.06,2364.38,No
XXXX-49099-XX,Female,Yes,Yes,Yes,5,No,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,45.8,3673.64,Yes
XXXX-49298-XX,Female,Yes,Yes,No,76,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,25.54,2580.19,Yes
XXXX-49353-XX,Female,No,No,Yes,62,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,114,6121.98,No
XXXX-49384-XX,Female,Yes,Yes,No,73,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,One year,No,Credit card,115.15,5370.35,Yes
XXXX-49504-XX,Male,Yes,No,No,38,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,76.09,8960.57,No
XXXX-49734-XX,Female,Yes,No,Yes,33,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,89.82,8801.51,Yes
XXXX-49749-XX,Male,No,No,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,50.05,773.44,Yes
XXXX-49764-XX,Male,Yes,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,77.05,8856.48,Yes
XXXX-49790-XX,Male,No,No,No,73,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card,63.14,7057.65,No
XXXX-49809-XX,Male,Yes,Yes,No,26,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,57.96,3108.77,No
XXXX-49811-XX,Female,Yes,No,Yes,73,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,113.97,5340.53,Yes
XXXX-49954-XX,Female,Yes,No,Yes,66,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.72,6110.08,Yes
XXXX-50158-XX,Female,No,No,No,25,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,50.08,2463.32,No
XXXX-50262-XX,Male,No,Yes,Yes,27,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,95.58,3241.68,Yes
XXXX-50397-XX,Female,Yes,No,Yes,40,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,110.3,5654.4,No
XXXX-50757-XX,Male,Yes,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,45.93,4939.88,Yes
XXXX-50764-XX,Male,Yes,No,No,67,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,103.37,8210.34,Yes
XXXX-50774-XX,Male,Yes,Yes,No,79,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card,98.51,6835.21,No
XXXX-50818-XX,Male,Yes,No,No,28,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,29.03,5538.04,Yes
XXXX-50943-XX,Male,No,Yes,No,1,No,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,90.83,8310.12,Yes
XXXX-51090-XX,Male,Yes,Yes,Yes,31,No,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Credit card,75.78,562.81,Yes
XXXX-51240-XX,Male,Yes,Yes,Yes,47,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,72.39,2719.31,Yes
XXXX-51427-XX,Female,Yes,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,74.01,7962.55,No
XXXX-51430-XX,Male,Yes,No,No,28,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,72.48,6714.29,Yes
XXXX-51555-XX,Female,Yes,Yes,Yes,28,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,101.81,5743.77,No
XXXX-51606-XX,Male,No,No,Yes,4,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Credit card,118.8,6750.75,Yes
XXXX-51832-XX,Male,Yes,Yes,Yes,51,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,51.57,5743,No
XXXX-51975-XX,Male,Yes,Yes,No,41,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.83,601.65,No
XXXX-52078-XX,Male,No,No,Yes,52,No,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,No,Bank transfer,117.72,3463.91,No
XXXX-52101-XX,Male,Yes,No,No,25,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,38.01,1811.17,No
XXXX-52107-XX,Male,No,No,Yes,40,No,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card,29.28,1019.6,Yes
XXXX-52318-XX,Male,No,Yes,No,20,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,92.05,2148.95,Yes
XXXX-52344-XX,Female,Yes,Yes,No,0,No,Yes,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,101.11,8255.07,Yes
XXXX-52348-XX,Female,No,Yes,Yes,9,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,24.65,8466.92,Yes
XXXX-52533-XX,Female,No,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,50.72,8337.4,Yes
XXXX-52557-XX,Male,Yes,No,Yes,67,No,No phone service,No,No,No,Yes,No internet service,Yes,No,One year,No,Mailed check,72.46,5534,Yes
XXXX-52642-XX,Male,No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,29.6,6370.09,Yes
XXXX-52808-XX,Male,No,Yes,No,7,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,87.16,4342.58,Yes
XXXX-52918-XX,Male,No,No,No,33,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,54.64,3563.55,No
XXXX-52929-XX,Female,No,Yes,Yes,63,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,113.74,3310.78,No
XXXX-52941-XX,Male,Yes,Yes,Yes,75,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,91.24,7917.17,Yes
XXXX-52944-XX,Male,Yes,No,No,12,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Credit card,49.21,3786.12,No
XXXX-53001-XX,Male,Yes,Yes,No,37,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,95.01,8571.67,No
XXXX-53016-XX,Female,No,No,Yes,35,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.18,717.5,No
XXXX-53088-XX,Female,Yes,No,No,21,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,116.48,2600.44,Yes
XXXX-53125-XX,Female,Yes,Yes,No,41,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,29.26,5509.52,No
XXXX-53221-XX,Male,No,No,No,14,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,98.81,4223.23,Yes
XXXX-53286-XX,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer,100.85,2618.86,Yes
XXXX-53484-XX,Female,No,No,No,6,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,75.71,968.07,Yes
XXXX-53525-XX,Female,No,No,No,66,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,105.64,7143.2,Yes
XXXX-53585-XX,Male,No,No,No,21,No,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer,95.7,2095.96,No
XXXX-53919-XX,Female,Yes,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,105.47,5456.5,No
XXXX-53925-XX,Female,No,No,No,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,106.72,8691.32,No
XXXX-54064-XX,Female,No,Yes,Yes,3,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,90.26,1568.12,No
